case,n,m,r,threads,version,best,average,worst
9,100,10,10,6,13,387,411,429
9,100,10,10,6,14,79,84,92
9,100,10,10,6,15,91,102,109
9,100,10,10,6,16,82,89,110
9,100,10,10,6,17,81,85,89
9,100,10,10,7,0,35,36,38
9,100,10,10,7,1,12,18,55
9,100,10,10,7,2,20,21,26
9,100,10,10,7,3,1707,1947,2404
9,100,10,10,7,4,1723,1934,2205
9,100,10,10,7,5,13,14,16
9,100,10,10,7,6,1735,1964,2199
9,100,10,10,7,7,19,34,97
9,100,10,10,7,8,1693,1903,2456
9,100,10,10,7,9,1619,1829,2206
9,100,10,10,7,10,1690,1880,2026
9,100,10,10,7,11,1711,1867,2037
9,100,10,10,7,12,1734,1852,2026
9,100,10,10,7,13,391,418,499
9,100,10,10,7,14,71,74,85
9,100,10,10,7,15,90,102,110
9,100,10,10,7,16,75,78,92
9,100,10,10,7,17,68,72,76
9,100,10,10,8,0,24,37,56
9,100,10,10,8,1,12,18,59
9,100,10,10,8,2,19,23,36
9,100,10,10,8,3,1767,2565,3480
9,100,10,10,8,4,1748,2478,3694
9,100,10,10,8,5,11,12,15
9,100,10,10,8,6,1861,2885,3834
9,100,10,10,8,7,16,19,23
9,100,10,10,8,8,1906,2698,3997
9,100,10,10,8,9,1658,2468,3100
9,100,10,10,8,10,1877,2513,3575
9,100,10,10,8,11,1810,2514,3119
9,100,10,10,8,12,1846,2589,3398
9,100,10,10,8,13,410,424,436
9,100,10,10,8,14,63,65,68
9,100,10,10,8,15,91,95,98
9,100,10,10,8,16,66,68,70
9,100,10,10,8,17,61,66,84
9,100,10,10,9,0,25,36,56
9,100,10,10,9,1,10,13,23
9,100,10,10,9,2,19,20,23
9,100,10,10,9,3,2868,3609,3960
9,100,10,10,9,4,2610,3742,4526
9,100,10,10,9,5,11,12,17
9,100,10,10,9,6,2621,3892,4494
9,100,10,10,9,7,17,23,59
9,100,10,10,9,8,2540,3552,4189
9,100,10,10,9,9,2412,3330,4038
9,100,10,10,9,10,2471,3524,4345
9,100,10,10,9,11,2676,3613,4288
9,100,10,10,9,12,3332,4066,5180
9,100,10,10,9,13,423,436,445
9,100,10,10,9,14,59,61,63
9,100,10,10,9,15,61,92,100
9,100,10,10,9,16,60,62,66
9,100,10,10,9,17,58,59,61
9,100,10,10,10,0,38,40,44
9,100,10,10,10,1,11,14,25
9,100,10,10,10,2,17,20,36
9,100,10,10,10,3,3806,4312,5354
9,100,10,10,10,4,2661,4143,5519
9,100,10,10,10,5,10,13,22
9,100,10,10,10,6,2704,4134,4755
9,100,10,10,10,7,17,19,23
9,100,10,10,10,8,2609,4247,6689
9,100,10,10,10,9,3404,4218,5058
9,100,10,10,10,10,3738,4411,6197
9,100,10,10,10,11,2623,4197,5272
9,100,10,10,10,12,2600,4076,5114
9,100,10,10,10,13,441,498,812
9,100,10,10,10,14,54,76,211
9,100,10,10,10,15,59,89,189
9,100,10,10,10,16,56,82,208
9,100,10,10,10,17,54,71,124
9,100,10,10,11,0,38,41,56
9,100,10,10,11,1,9,22,112
9,100,10,10,11,2,14,18,35
9,100,10,10,11,3,2460,3914,4966
9,100,10,10,11,4,3639,3792,4262
9,100,10,10,11,5,10,11,14
9,100,10,10,11,6,2925,3861,4543
9,100,10,10,11,7,15,17,19
9,100,10,10,11,8,2304,3658,4180
9,100,10,10,11,9,2527,3779,4303
9,100,10,10,11,10,3560,3697,4085
9,100,10,10,11,11,3543,3778,4030
9,100,10,10,11,12,3582,3737,4273
9,100,10,10,11,13,447,475,695
9,100,10,10,11,14,50,55,89
9,100,10,10,11,15,60,66,94
9,100,10,10,11,16,51,56,81
9,100,10,10,11,17,49,51,56
9,100,10,10,12,0,40,41,46
9,100,10,10,12,1,18,21,26
9,100,10,10,12,2,17,23,37
9,100,10,10,12,3,6728,8776,13717
9,100,10,10,12,4,6639,8288,12409
9,100,10,10,12,5,20,22,25
9,100,10,10,12,6,6533,7768,10778
9,100,10,10,12,7,27,31,42
9,100,10,10,12,8,6453,7880,10508
9,100,10,10,12,9,5944,8226,11384
9,100,10,10,12,10,6619,7858,9289
9,100,10,10,12,11,6490,7497,10113
9,100,10,10,12,12,6174,7994,13149
9,100,10,10,12,13,680,753,801
9,100,10,10,12,14,78,85,108
9,100,10,10,12,15,63,86,123
9,100,10,10,12,16,239,266,310
9,100,10,10,12,17,78,89,103
10,100,10,100,1,0,265,360,481
10,100,10,100,1,1,344,467,631
10,100,10,100,1,2,335,450,605
10,100,10,100,1,3,2968,3570,4752
10,100,10,100,1,4,3076,3916,5861
10,100,10,100,1,5,389,493,721
10,100,10,100,1,6,2911,3498,4909
10,100,10,100,1,7,359,461,698
10,100,10,100,1,8,4323,5805,8618
10,100,10,100,1,9,4395,5897,8514
10,100,10,100,1,10,4314,5645,8712
10,100,10,100,1,11,4007,5273,7796
10,100,10,100,1,12,2936,3611,5217
10,100,10,100,1,13,1639,2146,3586
10,100,10,100,1,14,1972,2475,3812
10,100,10,100,1,15,2025,2473,4020
10,100,10,100,1,16,2348,2889,4476
10,100,10,100,1,17,2055,2609,3954
10,100,10,100,2,0,255,271,292
10,100,10,100,2,1,172,206,296
10,100,10,100,2,2,174,195,282
10,100,10,100,2,3,8454,9899,10883
10,100,10,100,2,4,5350,8547,9507
10,100,10,100,2,5,173,225,381
10,100,10,100,2,6,5101,8842,10086
10,100,10,100,2,7,164,220,438
10,100,10,100,2,8,6656,7531,8390
10,100,10,100,2,9,6813,7649,8691
10,100,10,100,2,10,5276,8038,9195
10,100,10,100,2,11,5308,7895,8726
10,100,10,100,2,12,4760,8622,9440
10,100,10,100,2,13,1827,2178,3005
10,100,10,100,2,14,1108,1311,1865
10,100,10,100,2,15,1125,1361,1894
10,100,10,100,2,16,1178,1317,1828
10,100,10,100,2,17,1152,1343,1750
10,100,10,100,3,0,278,396,540
10,100,10,100,3,1,178,238,264
10,100,10,100,3,2,133,234,267
10,100,10,100,3,3,14448,16694,19538
10,100,10,100,3,4,13722,16921,18816
10,100,10,100,3,5,136,219,290
10,100,10,100,3,6,15345,16894,18751
10,100,10,100,3,7,131,202,252
10,100,10,100,3,8,13324,16018,18378
10,100,10,100,3,9,12511,15509,17699
10,100,10,100,3,10,15086,16182,17969
10,100,10,100,3,11,14493,16554,18884
10,100,10,100,3,12,13652,16952,23579
10,100,10,100,3,13,2654,3607,4530
10,100,10,100,3,14,844,1470,1952
10,100,10,100,3,15,995,1569,1947
10,100,10,100,3,16,1175,1601,1951
10,100,10,100,3,17,1163,1677,1970
10,100,10,100,4,0,279,414,534
10,100,10,100,4,1,97,184,232
10,100,10,100,4,2,106,180,217
10,100,10,100,4,3,16112,18639,20839
10,100,10,100,4,4,16536,18671,21636
10,100,10,100,4,5,117,193,267
10,100,10,100,4,6,14996,18059,22050
10,100,10,100,4,7,166,189,210
10,100,10,100,4,8,16238,18643,20971
10,100,10,100,4,9,16789,19208,22390
10,100,10,100,4,10,17146,18718,19810
10,100,10,100,4,11,15524,18699,21976
10,100,10,100,4,12,16780,19396,22594
10,100,10,100,4,13,2159,3615,4302
10,100,10,100,4,14,650,1136,1403
10,100,10,100,4,15,661,1179,1448
10,100,10,100,4,16,632,1117,1352
10,100,10,100,4,17,658,1194,1505
10,100,10,100,5,0,291,344,468
10,100,10,100,5,1,79,152,186
10,100,10,100,5,2,89,153,179
10,100,10,100,5,3,20424,23866,44738
10,100,10,100,5,4,18322,19537,22158
10,100,10,100,5,5,127,152,168
10,100,10,100,5,6,15224,19305,21869
10,100,10,100,5,7,143,163,200
10,100,10,100,5,8,18602,19995,22623
10,100,10,100,5,9,17492,20746,23013
10,100,10,100,5,10,17509,19871,22021
10,100,10,100,5,11,18291,20253,21687
10,100,10,100,5,12,17057,20254,23715
10,100,10,100,5,13,3538,4002,4467
10,100,10,100,5,14,785,958,1126
10,100,10,100,5,15,894,1038,1142
10,100,10,100,5,16,809,1018,1124
10,100,10,100,5,17,733,985,1123
10,100,10,100,6,0,281,409,467
10,100,10,100,6,1,127,142,200
10,100,10,100,6,2,129,143,176
10,100,10,100,6,3,18263,20577,24342
10,100,10,100,6,4,16316,19012,22774
10,100,10,100,6,5,117,127,139
10,100,10,100,6,6,16264,18904,23589
10,100,10,100,6,7,123,136,150
10,100,10,100,6,8,17302,18810,21025
10,100,10,100,6,9,18162,19541,22963
10,100,10,100,6,10,17846,19603,26854
10,100,10,100,6,11,17666,19092,25454
10,100,10,100,6,12,16687,18722,21525
10,100,10,100,6,13,4004,4236,4520
10,100,10,100,6,14,849,928,962
10,100,10,100,6,15,864,951,1008
10,100,10,100,6,16,799,897,944
10,100,10,100,6,17,883,925,955
10,100,10,100,7,0,300,406,470
10,100,10,100,7,1,116,129,167
10,100,10,100,7,2,117,126,144
10,100,10,100,7,3,19637,20958,22721
10,100,10,100,7,4,16933,19195,21067
10,100,10,100,7,5,103,110,116
10,100,10,100,7,6,17660,19339,21293
10,100,10,100,7,7,106,119,136
10,100,10,100,7,8,17880,19380,20616
10,100,10,100,7,9,17264,18828,20889
10,100,10,100,7,10,18067,18646,19238
10,100,10,100,7,11,18309,18910,19660
10,100,10,100,7,12,17276,18672,20454
10,100,10,100,7,13,4190,4268,4332
10,100,10,100,7,14,784,815,847
10,100,10,100,7,15,812,834,870
10,100,10,100,7,16,771,788,805
10,100,10,100,7,17,778,812,842
10,100,10,100,8,0,446,468,508
10,100,10,100,8,1,103,125,202
10,100,10,100,8,2,109,115,121
10,100,10,100,8,3,21100,27033,33618
10,100,10,100,8,4,23902,28571,37661
10,100,10,100,8,5,102,111,127
10,100,10,100,8,6,21058,29262,41190
10,100,10,100,8,7,99,114,137
10,100,10,100,8,8,20334,28800,35773
10,100,10,100,8,9,21869,30793,43068
10,100,10,100,8,10,20738,30249,40741
10,100,10,100,8,11,19116,32593,41488
10,100,10,100,8,12,20187,30696,35596
10,100,10,100,8,13,4290,4641,5027
10,100,10,100,8,14,704,799,1245
10,100,10,100,8,15,734,796,1061
10,100,10,100,8,16,695,741,805
10,100,10,100,8,17,688,761,838
10,100,10,100,9,0,345,481,564
10,100,10,100,9,1,95,123,176
10,100,10,100,9,2,102,123,184
10,100,10,100,9,3,35063,44953,52280
10,100,10,100,9,4,34596,42095,51778
10,100,10,100,9,5,92,100,111
10,100,10,100,9,6,37663,43427,52720
10,100,10,100,9,7,94,105,142
10,100,10,100,9,8,38965,46243,60384
10,100,10,100,9,9,35015,45647,56141
10,100,10,100,9,10,39498,45234,56225
10,100,10,100,9,11,39063,44879,51009
10,100,10,100,9,12,33965,46736,55884
10,100,10,100,9,13,4640,4912,5324
10,100,10,100,9,14,651,831,1178
10,100,10,100,9,15,655,727,900
10,100,10,100,9,16,626,700,954
10,100,10,100,9,17,645,793,1314
10,100,10,100,10,0,464,480,515
10,100,10,100,10,1,85,116,201
10,100,10,100,10,2,93,109,168
10,100,10,100,10,3,33055,43498,53147
10,100,10,100,10,4,33087,40066,52008
10,100,10,100,10,5,81,88,103
10,100,10,100,10,6,36829,45278,69328
10,100,10,100,10,7,83,95,108
10,100,10,100,10,8,34388,46430,90580
10,100,10,100,10,9,31713,44029,70778
10,100,10,100,10,10,31400,40004,64991
10,100,10,100,10,11,34517,41614,66257
10,100,10,100,10,12,27523,40007,58945
10,100,10,100,10,13,4463,4613,4908
10,100,10,100,10,14,568,648,1123
10,100,10,100,10,15,577,652,889
10,100,10,100,10,16,555,657,1005
10,100,10,100,10,17,566,724,1112
10,100,10,100,11,0,464,481,525
10,100,10,100,11,1,80,112,198
10,100,10,100,11,2,87,114,161
10,100,10,100,11,3,34163,52484,97794
10,100,10,100,11,4,34108,48620,86574
10,100,10,100,11,5,74,93,152
10,100,10,100,11,6,37596,51309,86276
10,100,10,100,11,7,78,98,164
10,100,10,100,11,8,35073,52920,99637
10,100,10,100,11,9,38906,57648,89886
10,100,10,100,11,10,33297,62307,104376
10,100,10,100,11,11,36932,64487,120720
10,100,10,100,11,12,37089,64100,114674
10,100,10,100,11,13,4585,6113,8706
10,100,10,100,11,14,551,711,994
10,100,10,100,11,15,561,739,1029
10,100,10,100,11,16,552,707,905
10,100,10,100,11,17,532,694,942
10,100,10,100,12,0,433,466,505
10,100,10,100,12,1,117,131,154
10,100,10,100,12,2,123,143,169
10,100,10,100,12,3,68493,99705,139431
10,100,10,100,12,4,68386,92706,133774
10,100,10,100,12,5,127,162,355
10,100,10,100,12,6,66962,91564,140135
10,100,10,100,12,7,125,136,145
10,100,10,100,12,8,64896,87619,148823
10,100,10,100,12,9,65136,83471,119143
10,100,10,100,12,10,68341,97421,163159
10,100,10,100,12,11,68372,103168,199030
10,100,10,100,12,12,66041,98123,174944
10,100,10,100,12,13,5978,8079,9653
10,100,10,100,12,14,781,855,1076
10,100,10,100,12,15,768,887,1141
10,100,10,100,12,16,2566,2869,3361
10,100,10,100,12,17,734,863,1021
11,100,10,1000,1,0,2791,3747,5607
11,100,10,1000,1,1,3657,4580,7089
11,100,10,1000,1,2,3371,4424,9041
11,100,10,1000,1,3,30119,35449,56201
11,100,10,1000,1,4,32651,38401,63642
11,100,10,1000,1,5,3992,4896,7778
11,100,10,1000,1,6,31394,35579,51219
11,100,10,1000,1,7,3683,5073,7200
11,100,10,1000,1,8,50175,56091,69503
11,100,10,1000,1,9,49226,54983,65595
11,100,10,1000,1,10,46834,53371,58066
11,100,10,1000,1,11,45648,49155,51440
11,100,10,1000,1,12,32090,35662,39400
11,100,10,1000,1,13,17601,19059,20326
11,100,10,1000,1,14,20840,22647,23598
11,100,10,1000,1,15,21993,24356,31420
11,100,10,1000,1,16,24744,27610,34283
11,100,10,1000,1,17,21510,24143,29826
11,100,10,1000,2,0,2673,3209,5204
11,100,10,1000,2,1,1731,2442,4057
11,100,10,1000,2,2,1733,2230,3772
11,100,10,1000,2,3,66515,91846,107389
11,100,10,1000,2,4,69631,90640,114262
11,100,10,1000,2,5,1813,2611,3912
11,100,10,1000,2,6,61088,88474,106560
11,100,10,1000,2,7,1568,2583,3648
11,100,10,1000,2,8,66482,79255,90975
11,100,10,1000,2,9,67825,78516,90210
11,100,10,1000,2,10,80229,83948,91794
11,100,10,1000,2,11,73483,84881,97186
11,100,10,1000,2,12,67350,94450,138623
11,100,10,1000,2,13,21046,25123,33140
11,100,10,1000,2,14,12451,15697,18924
11,100,10,1000,2,15,12443,14812,19908
11,100,10,1000,2,16,12847,16082,22477
11,100,10,1000,2,17,12748,16485,30734
11,100,10,1000,3,0,3040,3907,5748
11,100,10,1000,3,1,1371,2186,2853
11,100,10,1000,3,2,1419,2178,2795
11,100,10,1000,3,3,130242,160108,187185
11,100,10,1000,3,4,129988,162693,188385
11,100,10,1000,3,5,1172,2275,2841
11,100,10,1000,3,6,119436,162616,214573
11,100,10,1000,3,7,1064,2116,2849
11,100,10,1000,3,8,138460,164761,221369
11,100,10,1000,3,9,136206,162057,193712
11,100,10,1000,3,10,137882,165307,197646
11,100,10,1000,3,11,134601,163772,191781
11,100,10,1000,3,12,129284,157454,181843
11,100,10,1000,3,13,22426,32152,43014
11,100,10,1000,3,14,9272,13575,19140
11,100,10,1000,3,15,9266,12919,18061
11,100,10,1000,3,16,9737,13114,17547
11,100,10,1000,3,17,9484,13780,19193
11,100,10,1000,4,0,3056,3800,5095
11,100,10,1000,4,1,990,1700,2242
11,100,10,1000,4,2,970,1622,2142
11,100,10,1000,4,3,141705,164137,192519
11,100,10,1000,4,4,140469,163776,197069
11,100,10,1000,4,5,1665,1811,2015
11,100,10,1000,4,6,149608,166006,192146
11,100,10,1000,4,7,1107,1649,2031
11,100,10,1000,4,8,153858,177849,208501
11,100,10,1000,4,9,153166,175656,198133
11,100,10,1000,4,10,153369,173428,195562
11,100,10,1000,4,11,159835,178855,207165
11,100,10,1000,4,12,153364,181875,200873
11,100,10,1000,4,13,26306,34805,38741
11,100,10,1000,4,14,8270,11755,15676
11,100,10,1000,4,15,6777,11772,16492
11,100,10,1000,4,16,6946,11224,15366
11,100,10,1000,4,17,6972,11661,16144
11,100,10,1000,5,0,3064,4238,6841
11,100,10,1000,5,1,1461,1666,1839
11,100,10,1000,5,2,1067,1525,1709
11,100,10,1000,5,3,174711,191205,214625
11,100,10,1000,5,4,152689,173809,192266
11,100,10,1000,5,5,1060,1425,1656
11,100,10,1000,5,6,152774,173886,204165
11,100,10,1000,5,7,1163,1357,1493
11,100,10,1000,5,8,161852,188528,210945
11,100,10,1000,5,9,165343,185111,210764
11,100,10,1000,5,10,160593,177777,204105
11,100,10,1000,5,11,167140,179980,201672
11,100,10,1000,5,12,153892,175861,217574
11,100,10,1000,5,13,36821,41259,46558
11,100,10,1000,5,14,5354,10632,12851
11,100,10,1000,5,15,8512,10955,12289
11,100,10,1000,5,16,5886,9182,11129
11,100,10,1000,5,17,5923,9628,11871
11,100,10,1000,6,0,3317,4417,5732
11,100,10,1000,6,1,1302,1414,1599
11,100,10,1000,6,2,1264,1371,1449
11,100,10,1000,6,3,175958,206644,238645
11,100,10,1000,6,4,175482,195772,218525
11,100,10,1000,6,5,1159,1255,1343
11,100,10,1000,6,6,169744,219587,437967
11,100,10,1000,6,7,1139,1314,1519
11,100,10,1000,6,8,178459,204083,233717
11,100,10,1000,6,9,178804,200791,225501
11,100,10,1000,6,10,177810,197511,245469
11,100,10,1000,6,11,177776,203132,247288
11,100,10,1000,6,12,171568,192939,229519
11,100,10,1000,6,13,36801,44561,48636
11,100,10,1000,6,14,8419,10254,12797
11,100,10,1000,6,15,9063,9959,12059
11,100,10,1000,6,16,7613,9436,10440
11,100,10,1000,6,17,9211,9858,10340
11,100,10,1000,7,0,3306,4742,5936
11,100,10,1000,7,1,1212,1327,1697
11,100,10,1000,7,2,1174,1255,1459
11,100,10,1000,7,3,191436,247458,452637
11,100,10,1000,7,4,183981,218921,262489
11,100,10,1000,7,5,996,1187,1448
11,100,10,1000,7,6,178344,229081,290414
11,100,10,1000,7,7,1007,1208,1454
11,100,10,1000,7,8,187594,224733,278347
11,100,10,1000,7,9,190863,254436,390470
11,100,10,1000,7,10,190420,229602,422876
11,100,10,1000,7,11,189238,257785,583735
11,100,10,1000,7,12,178285,275378,850171
11,100,10,1000,7,13,38490,48067,56699
11,100,10,1000,7,14,8594,9479,10460
11,100,10,1000,7,15,8326,9615,12778
11,100,10,1000,7,16,7909,8943,9692
11,100,10,1000,7,17,8144,9204,9947
11,100,10,1000,8,0,3625,5476,6318
11,100,10,1000,8,1,1126,1182,1340
11,100,10,1000,8,2,992,1100,1190
11,100,10,1000,8,3,217543,258791,311304
11,100,10,1000,8,4,212794,269559,353905
11,100,10,1000,8,5,923,999,1092
11,100,10,1000,8,6,207219,291041,346870
11,100,10,1000,8,7,901,1043,1156
11,100,10,1000,8,8,214808,287306,359714
11,100,10,1000,8,9,239475,294899,402924
11,100,10,1000,8,10,222196,303351,398971
11,100,10,1000,8,11,213911,274183,341901
11,100,10,1000,8,12,213706,302853,434717
11,100,10,1000,8,13,47629,49528,51360
11,100,10,1000,8,14,7678,8358,9049
11,100,10,1000,8,15,8013,8485,9034
11,100,10,1000,8,16,7730,8069,8330
11,100,10,1000,8,17,7881,8389,8851
11,100,10,1000,9,0,4453,5330,5923
11,100,10,1000,9,1,966,1086,1213
11,100,10,1000,9,2,940,1030,1296
11,100,10,1000,9,3,311635,410355,652469
11,100,10,1000,9,4,316141,382993,529036
11,100,10,1000,9,5,821,901,1040
11,100,10,1000,9,6,326532,500901,1079620
11,100,10,1000,9,7,823,939,1225
11,100,10,1000,9,8,342651,443388,658694
11,100,10,1000,9,9,345588,481377,789145
11,100,10,1000,9,10,343213,529980,1202463
11,100,10,1000,9,11,333222,502525,1192436
11,100,10,1000,9,12,326821,465477,863267
11,100,10,1000,9,13,51368,54212,63282
11,100,10,1000,9,14,7329,8456,11175
11,100,10,1000,9,15,7235,7615,7923
11,100,10,1000,9,16,6859,7460,7974
11,100,10,1000,9,17,7294,7656,7920
11,100,10,1000,10,0,3775,5526,6684
11,100,10,1000,10,1,883,1041,1340
11,100,10,1000,10,2,860,959,1249
11,100,10,1000,10,3,363147,534843,1085735
11,100,10,1000,10,4,353108,498138,1101409
11,100,10,1000,10,5,769,882,1241
11,100,10,1000,10,6,369438,495592,978001
11,100,10,1000,10,7,750,802,1007
11,100,10,1000,10,8,360797,464682,733536
11,100,10,1000,10,9,360389,553432,1370996
11,100,10,1000,10,10,362115,627501,2094286
11,100,10,1000,10,11,372726,528011,909379
11,100,10,1000,10,12,357765,454230,570156
11,100,10,1000,10,13,52380,55333,59810
11,100,10,1000,10,14,6817,7439,10049
11,100,10,1000,10,15,6868,7517,10520
11,100,10,1000,10,16,6566,6917,8045
11,100,10,1000,10,17,6683,7281,8472
11,100,10,1000,11,0,5088,5698,7020
11,100,10,1000,11,1,858,1190,1654
11,100,10,1000,11,2,808,1002,1542
11,100,10,1000,11,3,391593,569284,1149486
11,100,10,1000,11,4,382332,633312,1267389
11,100,10,1000,11,5,701,916,1447
11,100,10,1000,11,6,372878,602582,1211240
11,100,10,1000,11,7,726,910,1293
11,100,10,1000,11,8,385734,570284,1005903
11,100,10,1000,11,9,379743,595127,1123692
11,100,10,1000,11,10,369640,586531,954965
11,100,10,1000,11,11,381714,639689,1224464
11,100,10,1000,11,12,372245,634247,1092028
11,100,10,1000,11,13,54334,61477,78380
11,100,10,1000,11,14,6857,8868,12512
11,100,10,1000,11,15,6174,7474,10255
11,100,10,1000,11,16,6100,7879,9872
11,100,10,1000,11,17,6201,8389,10940
11,100,10,1000,12,0,4687,4945,5304
11,100,10,1000,12,1,1127,1292,1532
11,100,10,1000,12,2,1090,1201,1313
11,100,10,1000,12,3,447618,741795,1670279
11,100,10,1000,12,4,695853,1242925,3656254
11,100,10,1000,12,5,881,1254,1539
11,100,10,1000,12,6,696259,888100,1319410
11,100,10,1000,12,7,1100,1162,1317
11,100,10,1000,12,8,672664,834087,1210869
11,100,10,1000,12,9,692660,1012294,1510433
11,100,10,1000,12,10,673995,1214160,3542988
11,100,10,1000,12,11,697919,1053700,1827782
11,100,10,1000,12,12,668864,905912,1359439
11,100,10,1000,12,13,56360,73094,84301
11,100,10,1000,12,14,8369,9256,9575
11,100,10,1000,12,15,8709,9570,10848
11,100,10,1000,12,16,26126,29178,33219
11,100,10,1000,12,17,7764,8513,9032
12,100,100,10,1,0,211,312,384
12,100,100,10,1,1,337,504,610
12,100,100,10,1,2,328,497,670
12,100,100,10,1,3,2748,3659,4344
12,100,100,10,1,4,3005,4325,5672
12,100,100,10,1,5,351,494,608
12,100,100,10,1,6,3131,3888,4566
12,100,100,10,1,7,368,537,655
12,100,100,10,1,8,3067,3972,4563
12,100,100,10,1,9,3104,3841,4529
12,100,100,10,1,10,3056,3771,4499
12,100,100,10,1,11,3174,3734,4343
12,100,100,10,1,12,2953,3863,4571
12,100,100,10,1,13,263,384,480
12,100,100,10,1,14,295,435,543
12,100,100,10,1,15,310,447,574
12,100,100,10,1,16,351,498,633
12,100,100,10,1,17,304,438,541
12,100,100,10,2,0,196,256,378
12,100,100,10,2,1,168,235,362
12,100,100,10,2,2,172,228,348
12,100,100,10,2,3,7394,10966,13179
12,100,100,10,2,4,7453,9611,11999
12,100,100,10,2,5,160,240,335
12,100,100,10,2,6,5622,9305,12086
12,100,100,10,2,7,173,280,449
12,100,100,10,2,8,7617,9134,12103
12,100,100,10,2,9,7976,9853,10968
12,100,100,10,2,10,7635,9355,11912
12,100,100,10,2,11,6276,9375,11340
12,100,100,10,2,12,7574,9692,11664
12,100,100,10,2,13,338,453,606
12,100,100,10,2,14,179,257,343
12,100,100,10,2,15,187,265,391
12,100,100,10,2,16,188,247,362
12,100,100,10,2,17,178,245,389
12,100,100,10,3,0,209,314,372
12,100,100,10,3,1,122,220,266
12,100,100,10,3,2,152,225,278
12,100,100,10,3,3,14613,17706,20568
12,100,100,10,3,4,13907,17707,23728
12,100,100,10,3,5,120,220,277
12,100,100,10,3,6,15002,18170,21126
12,100,100,10,3,7,131,217,316
12,100,100,10,3,8,14314,17460,19953
12,100,100,10,3,9,12996,15362,17779
12,100,100,10,3,10,14325,16718,18849
12,100,100,10,3,11,12970,16630,18588
12,100,100,10,3,12,15349,17099,18614
12,100,100,10,3,13,378,567,670
12,100,100,10,3,14,131,215,258
12,100,100,10,3,15,164,236,291
12,100,100,10,3,16,134,225,273
12,100,100,10,3,17,140,217,246
12,100,100,10,4,0,200,313,383
12,100,100,10,4,1,95,180,230
12,100,100,10,4,2,124,211,329
12,100,100,10,4,3,17409,20001,21582
12,100,100,10,4,4,17569,18312,19527
12,100,100,10,4,5,93,156,214
12,100,100,10,4,6,18195,19572,22036
12,100,100,10,4,7,135,190,217
12,100,100,10,4,8,18920,20022,21465
12,100,100,10,4,9,15862,18490,24296
12,100,100,10,4,10,18061,19426,23359
12,100,100,10,4,11,16840,19296,22393
12,100,100,10,4,12,16534,19332,20899
12,100,100,10,4,13,405,620,684
12,100,100,10,4,14,101,170,205
12,100,100,10,4,15,123,200,243
12,100,100,10,4,16,98,172,209
12,100,100,10,4,17,113,174,193
12,100,100,10,5,0,195,272,407
12,100,100,10,5,1,111,141,159
12,100,100,10,5,2,120,151,169
12,100,100,10,5,3,15198,19006,22374
12,100,100,10,5,4,14871,18238,21018
12,100,100,10,5,5,79,147,196
12,100,100,10,5,6,15231,18163,21645
12,100,100,10,5,7,143,172,215
12,100,100,10,5,8,14766,18244,20891
12,100,100,10,5,9,16096,18320,21786
12,100,100,10,5,10,14860,18042,21082
12,100,100,10,5,11,15732,18293,21857
12,100,100,10,5,12,14683,17509,21082
12,100,100,10,5,13,349,578,663
12,100,100,10,5,14,73,129,155
12,100,100,10,5,15,79,140,164
12,100,100,10,5,16,81,140,169
12,100,100,10,5,17,75,135,160
12,100,100,10,6,0,231,330,420
12,100,100,10,6,1,121,135,147
12,100,100,10,6,2,138,166,180
12,100,100,10,6,3,17917,20966,23458
12,100,100,10,6,4,17490,19963,22105
12,100,100,10,6,5,115,134,152
12,100,100,10,6,6,18613,20757,22485
12,100,100,10,6,7,122,146,167
12,100,100,10,6,8,17717,19989,23031
12,100,100,10,6,9,17428,20277,25169
12,100,100,10,6,10,17864,20366,21593
12,100,100,10,6,11,17731,21034,23096
12,100,100,10,6,12,18758,20913,22887
12,100,100,10,6,13,612,683,741
12,100,100,10,6,14,109,127,139
12,100,100,10,6,15,134,156,178
12,100,100,10,6,16,123,134,157
12,100,100,10,6,17,115,126,137
12,100,100,10,7,0,213,339,395
12,100,100,10,7,1,102,117,137
12,100,100,10,7,2,140,160,186
12,100,100,10,7,3,17812,22248,26835
12,100,100,10,7,4,16898,20530,26552
12,100,100,10,7,5,99,114,147
12,100,100,10,7,6,17800,21981,29700
12,100,100,10,7,7,112,132,154
12,100,100,10,7,8,17463,19329,21424
12,100,100,10,7,9,17885,20487,23617
12,100,100,10,7,10,18147,20253,23464
12,100,100,10,7,11,17650,20081,23757
12,100,100,10,7,12,17704,20129,24016
12,100,100,10,7,13,595,658,751
12,100,100,10,7,14,92,106,124
12,100,100,10,7,15,128,144,179
12,100,100,10,7,16,101,110,127
12,100,100,10,7,17,98,107,120
12,100,100,10,8,0,220,342,416
12,100,100,10,8,1,94,105,125
12,100,100,10,8,2,133,151,176
12,100,100,10,8,3,22401,29356,37974
12,100,100,10,8,4,20251,29427,36134
12,100,100,10,8,5,94,105,116
12,100,100,10,8,6,21091,33832,44028
12,100,100,10,8,7,109,129,176
12,100,100,10,8,8,20145,30637,39378
12,100,100,10,8,9,18912,28887,37934
12,100,100,10,8,10,23600,31795,40426
12,100,100,10,8,11,25328,33433,48009
12,100,100,10,8,12,23183,31297,39142
12,100,100,10,8,13,624,681,742
12,100,100,10,8,14,93,105,126
12,100,100,10,8,15,134,152,181
12,100,100,10,8,16,96,103,120
